Class Suffix,Contributor,Label,Parent,Definition
CHEBI_17514,,cyanide,pseudohalide anion,A pseudohalide anion that is the conjugate base of hydrogen cyanide.
PMD_0000591,,crystal structure,intensive quality,an intensive qualtty of a crystal that embodies the periodic geometric arrangement of entities in a crystal lattice.
DIGITRUBBER_000215,Sven Schwabe (IFNANO),distribution quality [ifnano],intensive quality,"A quality of a sample in terms of homogenity, or the distribution of concentration of a specific component in a mixture, in a macroscopic body."
PMD_0000963,,supercritical fluid chromatography system,chromatography system,A chromatography system for separating and analyzing compounds using supercritical fluids as the mobile phase in chromatography.
PMD_0020141,,fatigue (reaction to repetitive loading),process,fatigue is a process that affects an material entities integrity by nucleation and growing cracks.
PMD_0011023,,magnesia ceramic,oxide ceramic,oxide ceramic consisting primarily of magnesium oxide
PMD_0020243,,grain size,intensive quality,an intensive quality epitomizing the average size of the grains of a polycrystal
CHEBI_26216,,potassium atom,metal atom,Definition not available
CHEBI_33310,,neon atom,nonmetal atom,Definition not available
PMD_0000836,,mass spectrometry,spectroscopy process,A spectroscopy process that measures the mass-to-charge ratio of ions to identify and quantify molecules in a sample.
PMD_0020037,,portion of lithium,portion of pure chemical element,A 'portion of lithium' is a 'portion of pure chemical element' that 'consists of' only chebi:lithium atom.
PMD_0090007,,copper matrix composite,metal matrix composite,"metal matrix composite, consisting of a copper or copper alloy matrix and one or more reinforcement materials"
PMD_0020209,,slip system (3D),categorical value specification,specifies the value of the crystal slip plane together with the slip direction.
CHEBI_33353,,technetium atom,metal atom,Definition not available
CHEBI_33368,,roentgenium atom,metal atom,"A copper group element atom with atomic number 111. The the ninth member of the 6d series of transition metals, it is an extremely radioactive, synthetic element. Average mass is around 281."
PMD_0050115,,borate glass,non-silicate glass,non‑silicate glass based primarily on boron oxide (B₂O₃) as the glass‑forming network
DIGITRUBBER_000646,Yamen Alsalka,polyisoprene IR [ifnano],synthetic rubber [dik],"A synthetic cis-1,4-polyisoprene, made by the industrial polymerisation of isoprene."
PMD_0000055,,cooling function,temperature change function,"A temperature change function that enables a system or device to lower the temperature of a material, often to control solidification or maintain a stable state below a desired thermal threshold."
PMD_0020058,,portion of cerium,portion of pure chemical element,A 'portion of cerium' is a 'portion of pure chemical element' that 'consists of' only chebi:cerium.
IAO_0000409,Alan Ruttenberg,denotator type,data about an ontology part,A denotator type indicates how a term should be interpreted from an ontological perspective.
PMD_0000907,,primary shaping from the plastic state,primary shaping,A primary shaping process that involves forming materials from a plastic state.
CHEBI_33361,,meitnerium atom,metal atom,Definition not available
UO_0000003,,time unit,unit,A unit which is a standard measure of the dimension in which events occur in sequence.
PMD_0050002,,metallic bond,bond,"A metallic bond is a bond that forms between metal atoms, where electrons are shared in a ""sea"" of electrons that move freely around the metal ions. This type of bonding gives metals their characteristic properties such as conductivity and malleability."
PMD_0000122,,laminate ply role,role,a single two-dimensional sheet that provides a specific high-strength orientation within a multi-layered stack
CHEBI_33367,,darmstadtium,metal atom,Definition not available
PMD_0020203,,notch,site,A notch is a site that consists of a geometric surface feature of an object characterized by a strong local change in shape or cross-section.
PMD_0010033,,polymerization,process,"The chemical process of reacting monomers, oligomers, or reactive precursors together to form longer macromolecular chains or three-dimensional networks"
PMD_0000614,,dividing,separating,"A separating process that involves separating material into distinct parts using techniques like shear cutting, splitting, tearing, or breaking, typically employed in processes where precise control over the cut is less critical."
DIGITRUBBER_000187,Georgios Ctistis,Raman spectroscopy [ifnano],plan specification,"A non-destructive light scattering technique that provides detailed information about the chemical structure upon the interaction of light with the chemical bonds within a material based on periodic changes of polarizabilities, usually manifested as energy loss (gain) with respect to the incident light."
PMD_0000829,,magneto electrical property analyzing process,assay [obi],"An assay that investigates the magnetic and electrical properties of materials, including conductivity, resistivity, permittivity, permeability, and magnetization."
PMD_0000877,,optical property,material property,"An optical property is a material property representing the characteristics that describe how a material interacts with light, including reflection, refraction, and absorption."
DIGITRUBBER_000269,Yamen Alsalka,Mooney viscosity [ifnano],intensive quality,The viscosity of rubber using a standard test method and Mooney Viscometer.
CHEBI_25555,,nitrogen atom,nonmetal atom,Definition not available
DIGITRUBBER_000270,,monomer [ifnano],molecular entity,"Asubstance which is capable of forming covalent bonds with a
sequence of additional like or unlike molecules under the conditions of the relevant polymerforming reaction used for the particular process"
PMD_0000784,,high performance liquid chromatography system,chromatography system,"A chromatography system used for separating, identifying, and quantifying compounds in liquid samples through high performance liquid chromatography."
PMD_0020190,,metallographic section (surface),surface layer (fiat object part),A surface layer (fiat object part) of an object which at the same time is a metal and the object is specified output of a planned process which describes the preparation of the surface.
PMD_0000966,,surface profilometer,device,A device used to measure the surface profile and texture of materials.
PMD_0050004,,thermoplastic polymer,polymer,polymer that becomes moldable when heated and solidifies upon cooling
PMD_0090016,,bio-based material,material,material intentionally processed from materials derived from living (or once-living) organisms
CHEBI_33375,,gadolinium atom,lanthanoid atom,Definition not available
PMD_0050088,,superconducting ceramic,electroceramic,electroceramic that exhibits zero electrical resistance below a critical temperature
PMD_0000950,,stimulating process,process,"The stimulating process is a process describing the application of an external influence, such as force, heat, or radiation, to study material response."
PMD_0000888,,polymer,material,A polymer is an engineered material that consists of many repeated subunits (monomers) to form long chains. The atoms within a polymer chain are bonded together by covalent bonds. The intermolecular forces between polymer chains are typically represented by van der waals forces and hydrogen bonds.
PMD_0000655,,furnace,device,A device that generates and contains high-intensity thermal energy within an insulated enclosure.
PMD_0000911,,reflectivity,optical property,The reflectivity is an optical property that describes the proportion of incident light or radiation that a material reflects.
PMD_0000520,,heat flow,process,is a process in which transfer of thermal energy between or within material entities occurs
OBI_0002201,,determination if assay will provide reliable results,planned process,"A planned process that is used to assess whether an assay will provide reliable results based on the conditions or qualities of the inputs, devices, and other participants of the assay."
PMD_0050096,,hydroxyapatite ceramic,oxide ceramic,oxide ceramic that is bioactive and composed of calcium phosphate and closely resembles the mineral component of bone
PMD_0010017,,platinum metal,precious metal,precious metal consisting primarily of platinum
CHEBI_49957,,xenon atom,molecular entity,Definition not available
DIGITRUBBER_000023,,exterior orientation [jade],relational quality,"""The exterior orientation consists of six parameters which describe the spatial position and orientation of the camera coordinate system with respect to the global object coordinate system"" (Luhmann et al. 2020: 277)"
CHEBI_30415,,astatine atom,nonmetal atom,Definition not available
PMD_0025011,,cooling,change of temperature,Cooling is a change of temperature which corresponds to the decrease of temperature in the system or object.
PMD_0000873,,,deprecated class,Definition not available
PMD_0020166,,heat (metallurgy),,A heat is a fixed amount of metallic alloy that may be input to some manufacturing process.
PMD_0020151,,internal energy,energy,Internal energy is a universal extensive quality that specifies the bearers potential to do work.
CHEBI_33301,,bismuth atom,metal atom,Definition not available
PMD_0020036,,portion of rhenium,portion of pure chemical element,A 'portion of rhenium' is a 'portion of pure chemical element' that 'consists of' only chebi:rhenium atom.
CHEBI_33369,,cerium,lanthanoid atom,Definition not available
PMD_0050134,,conductive glass,glass,glass that has been modified to exhibit electrical conductivity
PMD_0000503,,ASTM grainsize,grain size,The ASTM grain size is a quality that is measured through a process that follows the ASTM standard.
PMD_0000865,,multimodal deep learning,deep learning,"A deep learning process that integrates and processes data from multiple modalities (e.g., text, images, and audio) to improve performance and gain a more comprehensive understanding."
PMD_0020083,,portion of hydrogen,portion of pure chemical element,A 'portion of hydrogen' is a 'portion of pure chemical element' that 'consists of' only chebi:hydrogen atom.
PMD_0050032,,synthetic rubber,elastomer,elastomer that is produced through chemical synthesis to mimic natural rubber’s properties
BFO_0000146,,fiat surface,continuant fiat boundary,(Elucidation) A fiat surface is a two-dimensional continuant fiat boundary that is self-connected
PMD_0000835,,mass spectrometer,device,A device used to measure the mass-to-charge ratio of ions to identify and quantify compounds in a sample.
PMD_0000010,,workflow function,software method,"A plan specification representing a callable software method that prescribes a specific computational action, including execution instructions and a defined set of input and output specifications."
PMD_0010021,,portion of tellurium,portion of pure chemical element,A 'portion of tellurium' is a 'portion of pure chemical element' that 'consists of' only chebi:tellurium atom.
CHEBI_35489,,organic disulfide,disulfide,Compounds of structure RSSR in which R and R' are organic groups.
PMD_0020187,,copper alloy,alloy,non-ferrous metal consisting primarily of copper combined with other elements
PMD_0050095,,bioactive ceramic,bioceramic,ceramic that interacts with biological tissues to promote bonding or regeneration
PMD_0000666,,gravimetrical analyzing process,structural property analyzing process,"A structural property analyzing process that measures the quantity of a substance by its mass, often involving the precipitation, filtration, drying, and weighing of the substance."
PMD_0020002,,precipitate role,role,Precipitate is the role of a portion of matter that implies being hosted in a matrix and the Precipitate derives from the matrix or the Precipitate derives from the thing that the matrix derives from.
CHEBI_33302,,pnictogen molecular entity,p-block molecular entity,A p-block molecular entity containing any pnictogen.
CHEBI_50812,,carbon nanostructure,elemental carbon,Definition not available
PMD_0050071,,boride ceramic,non-oxide ceramic,non-oxide ceramic consisting of a boron and another element
PMD_0050010,,isotactic polypropylene,polypropylene,polypropylene in which all the methyl groups are aligned on the same side of the polymer chain
PMD_0020232,,substitutional solid solution,solid solution,a solid solution whose solute entities occupy lattice points
PMD_0000967,,temperature,intensive quality,The temperature is a fundamental intensive quality representing the average atomic or molcular movement or vibration of a portion of matter.
PMD_0000855,,microscope,device,A device used to magnify and view small objects or details that are not visible to the naked eye.
PMD_0020078,,portion of manganese,portion of pure chemical element,A 'portion of manganese' is a 'portion of pure chemical element' that 'consists of' only chebi:manganese atom.
PMD_0000775,,hardness testing machine,device,A device used to measure the hardness of materials through various testing methods such as indentation or scratch tests.
PMD_0050012,,atactic polypropylene,polypropylene,polypropylene in which the methyl groups are randomly distributed along the polymer chain
PMD_0020205,,defect role,role,A defect role is a role of an independent continuant C indicating that C may affect a material entity E's ability to realize a function. C is continuant part of E.
PMD_0000562,,coarse grained simulation,multiscale simulation,"Multiscale simulation process that simplifies the system by grouping atoms or molecules into larger particles, thereby reducing computational complexity and allowing for the study of larger systems or longer time scales"
DIGITRUBBER_000276,Christoph Lenth,polymer composition [ifnano],proportion,The relative proportions of monomers that make up a particular chemical polymer (raw rubber).
PMD_0000893,,powder,disconnected material entity aggregate,"A powder is a dry, solid disconnected material entity aggregate composed of many very fine particles. These particles can flow freely when shaken or tilted."
PMD_0000975,,test piece role,role,"Role of object which is a part taken from a specimen or sample; the part has specified dimensions, is machined or un-machined, brought to a required condition for submission to a given test"
PMD_0020051,,portion of nickel,portion of pure chemical element,A 'portion of nickel' is a 'portion of pure chemical element' that 'consists of' only chebi:nickel atom.
PMD_0010014,,precious metal,metal,"metal that is rare, naturally occurring, and have high economic value due to their resistance to corrosion, oxidation, and chemical reaction"
PMD_0000597,,density,intensive quality,The density is a universal intensive quality representing the unit mass of a portion of matter per unit volume.
PMD_0020224,,vacancy (crystal),site,site at lattice point at which the crystal forming entity is missing
PMD_0020088,,portion of tin,portion of pure chemical element,A 'portion of tin' is a 'portion of pure chemical element' that 'consists of' only chebi:tin atom.
PMD_0000851,,melting point,state of matter boundary,The melting point is a state of matter boundary realized by transition form the solid state to the liquid state (or vice versa).
PMD_0020167,,structural boundary,phase boundary (realization),Structural phase boundary is a phase boundary that is realized in the transition from one structure to another structure.
PMD_0050024,,bisphenol a epoxy,epoxy resin,epoxy resin that is formulated using bisphenol a to enhance its mechanical properties
DIGITRUBBER_000179,Marvin Auf der Landwehr,synthetic rubber [hsh],rubber particle [chebi],"Any of several substances similar to natural rubber in properties and uses, produced synthetically. Constitutes an entity sub-group of the raw material entity."
CHEBI_33582,,carbon group molecular entity,p-block molecular entity,Definition not available
PMD_0050022,,thermosetting polymer,polymer,"polymer that, once cured, irreversibly sets into a permanent shape"
IAO_0000104,,plan specification,directive information entity,"A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified."
PMD_0020241,,angle of misalignment (crystallography),angle,smallest rotation angle needed to rotate one crystal orientation to coincide with the neighboring orientation
PMD_0020158,,parent phase role,role,"The parent phase role is the role of a phase that dissolves during the phase transformation process. As such, the bearer is a metastable phase."
PMD_0000623,,electron beam welding machine,welding device,"An electron beam welding machine is a welding device that uses a high-velocity electron beam to fuse materials together, typically in a vacuum environment."
PMD_0050133,,functional glass,functional material,glass that is designed to perform specific roles beyond conventional optical applications
CHEBI_194535,,moscovium atom,metal atom,A pnictogen atom with a symbol Mc and atomic number 115.
PMD_0001046,,depth,size,The distance from a reference surface or point to a specific point or feature along a perpendicular or defined direction.
PMD_0050027,,phenol-formaldehyde resin,phenolic resin,phenolic resin that is synthesized from phenol and formaldehyde
PMD_0050114,,phosphate glass,non-silicate glass,non‑silicate glass based primarily on phosphorus pentoxide (P₂O₅)
PMD_0025016,,inner diameter,diameter,Inner diameter is a length of a straight line from one inner surface of an object or space to the other side of its inner surface through the center of an object or space when it has the inside and outside surface.
PMD_0000566,,coating by welding,coating,A coating process that involves applying a coating using welding techniques.
PMD_0000889,,pore growth,evolution of damage,"Pore growth is an evolution of damage describing the process by which voids or pores in a material increase in size, often affecting its mechanical and physical properties."
PMD_0001009,,wear testing machine,device,A device used to test the wear resistance of materials by subjecting them to abrasive conditions.
PMD_0090017,,engineered biopolymer,bio-based material,"bio-based material and polymer synthesized through the intentional industrial transformation, synthesis, or reconstitution processes using materials derived from living (or once-living) organisms"
PMD_0050146,,S53P4 bioglass,silicate-based bioactive glass,silicate-based bioactive glass formulated with a distinct composition for enhanced bioactivity
PMD_0050125,,aluminosilicate gorilla glass,aluminosilicate glass,glass that is chemically strengthened
PMD_0000636,,extensometer,device,"A device for measuring minute deformations of test specimens caused by tension, compression, bending, or twisting."
PMD_0000517,,acoustic wave,wave,a mechanical wave of pressure disturbances that propagates through a medium by local compression and rarefaction
DIGITRUBBER_000281,Alexander Aschemann,agglomerate [dik],chemical entity,Group of interlocked aggregates that are easily separated by normal rubber processing
PMD_0000799,,ion spectrometer,device,A device used for analyzing ions in a sample to determine their composition and concentration.
PMD_0000016,,workflow run,,"A computing process that realizes a workflow definition by executing its prescribed workflow nodes in a concrete temporal order, consuming and producing specific data items."
CHEBI_84292,,dithiocarbamate anions,organic sulfur anion,Any organic sulfur anion resulting from the removal of a proton from any N-substituted dithiocarbamic acid.
PMD_0000605,,differential scanning calorimeter,device,A device used to measure the heat flow associated with phase transitions in a sample as a function of temperature.
PMD_0000575,,coating function,function,A function performed to apply a layer or coating to a surface to enhance its properties or appearance.
DIGITRUBBER_000226,,photometric measurement process [ifnano],process,Measurement using photometry
PMD_0010015,,gold metal,precious metal,precious metal consisting primarily of gold
PMD_0020163,,eutectic phase transformation,phase transformation,A eutectic phase transformation is a phase transformation in which a liquid parent phase decomposes into two distinct solid daughter phases at constant temperature and pressure.
PMD_0000825,,magnetic property,material property,"A magnetic property is a material property representing characteristics that describe how a material responds to magnetic fields, such as permeability and coercivity."
PMD_0000955,,structural material,,A structural material S is an engineered material which has the disposition to be used for an object O (O consists of S) and O's function is primarily mechanical load carrying.
PMD_0050037,,polylactic acid,biodegradable polymers,biodegradable thermoplastic polymer produced from renewable resources such as corn starch
PMD_0050102,,soda-lime glass,silicate glass,silicate glass that is composed of about 70% silica (SiO₂) with soda (Na₂O) and lime (CaO)
PMD_0000654,,functional material,material,A functional material F is an engineered material which has the disposition to be used for an object O (O consists of F) and O's function is other/more than mechanical load carrying.
PMD_0020004,,composition data item,,"Composition data item is an information content entity that is about composition of a material enity. It has members fraction value specifications which specifiy values of propotions of compounds, which are parts of the material enity."
PMD_0000633,,environmental chamber,device,"A device used to simulate environmental conditions such as temperature, humidity, and pressure to test materials and devices."
CHEBI_33344,,niobium atom,metal atom,Definition not available
CHEBI_28073,,chromium atom,metal atom,A chromium group element atom that has atomic number 24.
PMD_0000667,,grinding machine,forming machine,"A grinding machine is a forming machine that uses an abrasive wheel to remove material from the surface of a workpiece, typically for finishing or precision work."
PMD_0020044,,portion of tantalum,portion of pure chemical element,A 'portion of tantalum' is a 'portion of pure chemical element' that 'consists of' only chebi:tantalum atom.
BFO_0000140,,continuant fiat boundary,immaterial entity,"(Elucidation) A continuant fiat boundary b is an immaterial entity that is of zero, one or two dimensions & such that there is no time t when b has a spatial region as continuant part & whose location is determined in relation to some material entity"
PMD_0000946,,spectrum,1D,"A spectrum is a 1-D information content entity that describes the range of wavelengths or frequencies of a physical property, often used in reference to light, sound, or electromagnetic radiation."
PMD_0000785,,high temperature gas chromatography system,gas chromatography system,A gas chromatography system used for separating and analyzing compounds in a gas mixture at high temperatures using a chromatographic column.
PATO_0001300,,optical quality [pato],electromagnetic (EM) radiation quality,An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light.
CHEBI_33395,,mendelevium atom,metal atom,Definition not available
PMD_0000554,,chemical property analyzing process,assay [obi],"An assay that determines the chemical composition, reactivity, and chemical stability of materials, including the identification and quantification of chemical elements and compounds."
PMD_0020028,,portion of indium,portion of pure chemical element,A 'portion of indium' is a 'portion of pure chemical element' that 'consists of' only chebi:indium atom.
PMD_0050074,,ceramic matrix composite,composite,composite consisting of a ceramic matrix and one or more reinforcement materials
PMD_0000783,,high throughput simulation,simulation process,A simulation process that performs a large number of simulations automatically to explore a wide range of conditions.
PMD_0000998,,ultraviolet visible spectrophotometer,device,A device used to measure the absorbance of a sample in the ultraviolet and visible regions of the electromagnetic spectrum.
BFO_0000030,,object,material entity,(Elucidation) An object is a material entity which manifests causal unity & is of a type instances of which are maximal relative to the sort of causal unity manifested
PMD_0001999,,hand held device,device,A device that has the disposition to be grasped and operated by a human hand and is designed for manual use.
PMD_0060006,,device specification,directive information entity,"A directive information entity that outlines the technical requirements, features, constraints, and performance criteria of a specific device, guiding its design, manufacturing, operation, or maintenance."
PMD_0000127,,mineral,material,"A mineral is a naturally occurring material characterized by a defined chemical composition and a specific crystal structure, formed through natural geological or biological processes."
CHEBI_30512,,silver atom,metal atom,Definition not available
PMD_0000805,,irradiation function,function,A function performed to expose materials to radiation for altering their properties.
PMD_0025014,,single crystal,crystal,Single crystal is a crystal which is not part of a polycrystal and its boundaries are its external surfaces.
CHEBI_18248,,iron atom,metal atom,An iron group element atom that has atomic number 26.
PMD_0020186,,aluminium alloy,non-ferrous metal,non-ferrous metal consisting primarily of aluminium mixed with other elements
IAO_0000444,,publishing process,completely executed planned process,"A planned process of making information, such as literature, music, and software etc., available to the public for sale or for free."
PMD_0020069,,portion of mercury,portion of pure chemical element,A 'portion of mercury' is a 'portion of pure chemical element' that 'consists of' only chebi:mercury atom.
PMD_0050076,,alumina matrix composite,oxide-oxide composite,oxide-oxide composite that uses alumina as the primary matrix reinforced by secondary oxide phases
PMD_0020033,,portion of erbium,portion of pure chemical element,A 'portion of erbium' is a 'portion of pure chemical element' that 'consists of' only chebi:erbium.
CHEBI_23367,,molecular entity,chemical entity,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity."
PMD_0090011,,natural fiber composite,polymer matrix composite,"polymer matrix composite, consisting of a polymer matrix reinforced with fibers derived from biological sources"
PMD_0000981,,thermal property,material property,"A thermal property is a material property representing attributes of a material that describe its behavior under temperature changes, such as thermal conductivity and expansion."
PMD_0000121,,polymer matrix composite,composite,composite consisting of a polymer matrix and one or more reinforcement materials
PMD_0000900,,primary shaping by additive manufacturing,primary shaping,A primary shaping process that involves forming materials through additive manufacturing techniques.
PMD_0010102,,organic semiconductor,semiconductor,semiconductor which consists of   organic (carbon based) molecules or polymer
PMD_0020147,,eutectoid phase transformation,phase transformation,A eutectoid phase transformation is a phase transformation in which a solid parent phase of eutectoid composition decomposes into two distinct solid daughter phases at constant temperature and pressure.
PMD_0000902,,primary shaping from the chip or fiber state,primary shaping,A primary shaping process that involves forming materials from a chip or fiber state.
CHEBI_36830,,monoanion,anion,Definition not available
PMD_0020130,,driving force of phase in system,relational quality,"Driving force of phase in a system is a relational quality that inheres between two material entities, the species and the material (system). The driving force is a factor that promotes a physical process or (eletro-)chemical reaction in a material (system) to occur and proceed towards completion. It can be quantified as the gradient of the activity of the participating species."
PMD_0020235,,edge dislocation,dislocation,a dislocation characterized by adding one extra half plane into the crystal lattice
CHEBI_84291,,organic sulfur anion,sulfur molecular entity,An organic anion in which the charge resides on a sulfur atom.
PMD_0050126,,toughened (tempered) glass,glass,glass that is mechanically treated to increase its strength and safety
PMD_0200001,,biodegradability,disposition,"biodegradability is a disposition of a material which specifies its capability to be fully microbially converted into inorganic end products (CO₂, CH₄, mineral salts, biomass) within an environmentally non-harmful timescale."
PMD_0020245,,transport,process,is a process in which an entity being moved within or accross another entity
PMD_0025002,,chemical composition data item,,"Chemical composition data item is an information content entity that is about composition of a portion of matter. It has members fraction value specifications which specifiy values of propotions of portions of (pure) chemical elements, which are parts of the portion of matter."
PMD_0000977,,textile joining,joining,A joining process that involves connecting textile materials.
PMD_0000119,,sandwich panel composite,structural composite,A structural composite designed as a lightweight beam or panel consisting of two stiff and strong outer face sheets separated by a lightweight core layer with a low modulus of elasticity
PMD_0000513,,aging process,process,The process of hardening an alloy by a method that causes a constituent to precipitate from solid solution.
PMD_0050053,,fritted ceramic,non-clay ceramic,non-clay ceramic that is manufactured by fusing and subsequently grinding glass materials
CHEBI_33359,,rhodium atom,metal atom,A cobalt group element atom of atomic number 45.
PMD_0050042,,clay-based ceramic,silicate ceramic,silicate ceramics that are formed from natural clays
PMD_0020244,,flux,flow,a flow of a unit-entity per unit time
CHEBI_27594,,carbon atom,nonmetal atom,Definition not available
PMD_0000564,,coating application function,coating function,A coating application function is a coating function that is realized in applying a coating to a surface.
PMD_0020001,,filler role,role,Filler is the role of a 'PortionOfDisconnectedMatter' that implies being hosted in a matrix.
PMD_0090001,,semiconductivity,material property,"Semiconductivity is the disposition of a material to conduct electricity only when a certain level of excitation (via temperature, impurities, photonic excitation, electric field) elevates electrons from the valence band into the conduction band."
BFO_0000006,,spatial region,immaterial entity,(Elucidation) A spatial region is a continuant entity that is a continuant part of the spatial projection of a portion of spacetime at a given time
PMD_0001008,,absorption of wave radiation,absorption of radiation,process of taking up elctromagnetic radiation by a material entity
PMD_0020191,,metallographic section (embedded sample),object,A metallographic section (embedded sample) is an object that has two parts: a metallic object that has a metallographic section (surface) as part and the mounting which is produced during a hot embedding or cold embedding process.
BFO_0000145,,relational quality,quality,b is a relational quality =Def b is a quality & there exists c and d such that c and d are not identical & b specifically depends on c & b specifically depends on d
PMD_0010005,,alloy steel,steel,"steel that is alloyed with a variety of elements in amounts between 1.0% and 50% by weight, typically to improve its mechanical properties"
PMD_0000125,,sandwich core role,role,"a lightweight, low-density material that maintains the separation of face sheets and withstands transverse shear stresses"
DIGITRUBBER_000124,Marvin Auf der Landwehr,semi-finished product [hsh],role,Processed raw materials that are not used for final consumption but as input for the production of finished goods in the system under investigation. Constitutes an entity in the material cost and waste management cost group.
CHEBI_24532,,organic heterocyclic compound,heterocyclic compound,A cyclic compound having as ring members atoms of carbon and at least of one other element.
PMD_0000594,,deep learning,simulation process,A simulation process that employs artificial neural networks with many layers to model complex patterns in data.
PMD_0000649,,forming under compressive and tensile conditions,forming,A forming process that involves applying both tensile and compressive forces to a material.
CHEBI_49666,,iridium atom,metal atom,Definition not available
PMD_0000801,,irradiating,changing properties of material,"A changing properties of material process that employs radiation exposure, to alter and enhance a material's physical or chemical attributes."
IAO_0000310,,document,information content entity,A collection of information content entities intended to be understood together as a whole
PMD_0010000,,corrosion resistant,material property,a disposition to withstand corrosive attack to a certain extend
DIGITRUBBER_000150,Marvin Auf der Landwehr,throughput [hsh],information content entity,"The amount of raw materials, semi-finished products or finished products passing through a machine entity in the time X in the system under investigation."
PMD_0000616,,dynamic mechanical analysis process,mechanical property analyzing process,"A mechanical property analyzing process that measures the mechanical properties of a material as a function of temperature, time, frequency, and stress, determining its viscoelastic behavior."
BFO_0000020,,specifically dependent continuant,continuant,b is a specifically dependent continuant =Def b is a continuant & there is some independent continuant c which is not a spatial region & which is such that b specifically depends on c
PMD_0000012,,workflow definition,plan specification,"A plan specification that prescribes the ordered application of one or more workflow functions, including their interconnections via input and output specifications, in order to achieve a specified computational objective."
PMD_0050079,,silicon carbide matrix composite,non-oxide composite,non-oxide composite that is built with silicon carbide as the primary matrix reinforced by other ceramic phases
CHEBI_33392,,californium atom,metal atom,Definition not available
PMD_0000959,,subject of adjustment role,device role,A device role that is being adjusted. The role is realized in an adjustment process.
PMD_0020031,,portion of germanium,portion of pure chemical element,A 'portion of germanium' is a 'portion of pure chemical element' that 'consists of' only chebi:germanium atom.
PMD_0000559,,circular table saw,circular saw,A stationary circular saw that is built into a table top. It is often used in workshops for precise wood cuts.
PMD_0000518,,impact,process,"impact is a short-duration, high-force interaction porcess between two bodies in contact"
PMD_0000502,,2D,data item,"A two-dimensional data item is a representation or analysis, commonly applied in studying planar material properties or surface phenomena."
PMD_0000808,,joining by shaping,joining,"A joining process that involves deforming one or more components to achieve a mechanical interlock or fit, commonly used for press-fit joints, crimping, or swaging."
PMD_0050111,,barium glass,lead glass,Barium glass is a form of lead glass that is modified with barium oxide to alter its optical properties
PMD_0000051,,simulation entity role,,"Simulation entity role is a role that inheres in an independent continuant (IC) and is realized in a simulation process. This role enables the IC to participate in the simulation as a proxy, model, or representative of a real or hypothetical entity within the simulated context"
PMD_0020038,,portion of nitrogen,portion of pure chemical element,A 'portion of nitrogen' is a 'portion of pure chemical element' that 'consists of' only chebi:nitrogen atom.
PMD_0000617,,dynamic mechanical analyzer,device,"A device used to measure the mechanical properties of materials as a function of temperature, frequency, and time."
PMD_0000626,,electron spectroscopy,spectroscopy process,"A spectroscopy process, that studies the energy distribution of electrons emitted from a sample when it is irradiated with electromagnetic radiation or bombarded with particles."
CHEBI_33325,,radium atom,metal atom,Definition not available
PMD_0001019,,x-ray spectroscopy,spectroscopy process,"A spectroscopy process, that analyzes the interaction of X-rays with matter to determine the material's composition and structure."
PMD_0000927,,separating,manufacturing process,"A manufacturing process in which the bond between objects is broken, resulting in a partial or complete reduction in cohesion."
DIGITRUBBER_000190,Christoph Lenth,spectrum [ifnano],information content entity,A graph that shows the intensity of radiation at different wavelengths or the response of the atomic or molecular system to different wavelengths of the radiation
PMD_0000875,,optical microscopy,microscopy process,"A microscopy process that uses visible light and lenses to magnify and image a specimen, widely used for examining the microstructure and morphology of materials."
BFO_0000147,,fiat point,continuant fiat boundary,(Elucidation) A fiat point is a zero-dimensional continuant fiat boundary that consists of a single point
PMD_0001039,,calibration process,completely executed planned process,A process of comparing measurement values delivered by an instrument or system with known reference standards to ensure accuracy and traceability.
PMD_0000991,,3d printer,additive manufacturing device,A 3D Printer is an additive manufacturing device that creates three-dimensional objects by building them layer by layer from a digital model.
PMD_0000995,,torsion testing process,mechanical property analyzing process,"A mechanical property analyzing process that assesses a material's behavior when subjected to twisting forces, determining its torsional strength and shear modulus."
PMD_0050040,,natural ceramic,ceramic,ceramic that is produced using conventional methods with natural raw materials such as clay and silica
CHEBI_33415,,elemental carbon,elemental molecular entity,Definition not available
PMD_0000886,,polishing machine,forming machine,"A polishing machine is a forming machine that smooths the surface of a material by rubbing it with a tool, abrasive, or chemical."
PMD_0000120,,metal matrix composite,composite,composite consisting of a metal or alloy matrix and one or more reinforcement materials
CHEBI_24870,,ion,molecular entity,A molecular entity having a net electric charge.
CHEBI_33394,,fermium,metal atom,Definition not available
CHEBI_27007,,tin atom,metal atom,Definition not available
IAO_0000102,Person:Alan Ruttenberg,data about an ontology part,data item,"Data about an ontology part is a data item about a part of an ontology, for example a term"
PMD_0020084,,portion of osmium,portion of pure chemical element,A 'portion of osmium' is a 'portion of pure chemical element' that 'consists of' only chebi:osmium atom.
CHEBI_194531,,flerovium atom,metal atom,A carbon group element atom with a symbol Fl and atomic number 114.
