Class Suffix,Contributor,Label,Parent,Definition
PMD_0000654,,functional material,material,A functional material F is an engineered material which has the disposition to be used for an object O (O consists of F) and O's function is other/more than mechanical load carrying.
DIGITRUBBER_1000042,Pallavi Karanth,S50 [Arlanxeo],intensive quality,S50 is a quality of vulcanized compound or polymer which is the stress at deformation value 50.
PMD_0050112,,high-temperature resistant glass,aluminosilicate glass,aluminosilicate glass that is engineered to maintain stability at elevated temperatures
DIGITRUBBER_000457,Alexander Aschemann,gearbox [dik],device,
OBI_0000659,Bjoern Peters,specimen collection process,planned process,A planned process with the objective of collecting a specimen.
DIGITRUBBER_1000041,Pallavi Karanth,rebound mean value 2 [Arlanxeo],rebound mean value [Arlanxeo],"Rebound mean value is a quality of polymers which specifies in percentage how far the hammer comes back after the impact, measured at T = 60 degree celcius."
PMD_0020194,,diffusion,process,process by which material entities spread or move due to random thermal motion
PMD_0090007,,copper matrix composite,metal matrix composite,"metal matrix composite, consisting of a copper or copper alloy matrix and one or more reinforcement materials"
PMD_0020182,,profile (semi finished product),object,A profile is a long object with determined section shape that may bear a semi finished product role. At the same time it may be a material.
process#AFP_0002309,,colorimetry [allotrope],plan specification,The determination of the spectral absorbance of a solution. This method is often used to determine the concentration of a chemical in a solution. [CHMO]
CHEBI_50812,,carbon nanostructure,elemental carbon,
OBI_0000067,GROUP:  Role Branch,evaluant role,role,a role that inheres in a material entity that is realized in an assay in which data is generated about the bearer of the evaluant role
PMD_0020226,,flow,process attribute,amount of transported entites per time
OBI_0000023,PERSON: Monnie McGee,classified data set,data set,A data set that is produced as the output of a class prediction data transformation and consists of a data set with assigned class labels.
PMD_0000000,,material,,A material is a portion of matter that may participate in some manufacturing process and whose shape is not relevant for its participation in the manufacturing process.
DIGITRUBBER_1000036,Pallavi Karanth,ML1+1 [Arlanxeo],mooney viscosity [Arlanxeo],ml1+1 is the quality Mooney Viscosity which is the torque at t=1 min. after the start of the Mooney test.
CHEBI_33346,,rutherfordium atom,metal atom,
DIGITRUBBER_000565,,kinematic viscosity [uo],intensive quality,"The ratio of the dynamic viscosity (μ) over the density of the fluid (ρ), which is noted as (length)^2/time. https://en.wikipedia.org/wiki/Viscosity#Kinematic_viscosity"
BFO_0000008,,temporal region,occurrent,(Elucidation) A temporal region is an occurrent over which processes can unfold
PMD_0050073,,zirconium diboride ceramic,boride ceramic,"boride ceramic that is a non-oxide ceramic composed of zirconium and boron, known for its excellent thermal conductivity and stability"
PMD_0050028,,melamine formaldehyde,thermosetting polymer,thermosetting aminoplast polymer synthesized via condensation
PMD_0020167,,structural boundary,phase boundary (realization),Structural phase boundary is a phase boundary that is realized in the transition from one structure to another structure.
PMD_0020224,,vacancy (crystal),site,site at lattice point at which the crystal forming entity is missing
CHEBI_30512,,silver atom,metal atom,
CHEBI_33396,,nobelium,metal atom,
PMD_0001047,,diagonal,size,A straight line connecting two non-adjacent corners or vertices of a polygon.
PMD_0020051,,portion of nickel,portion of pure chemical element,A 'portion of nickel' is a 'portion of pure chemical element' that 'consists of' only chebi:nickel atom.
CHEBI_49666,,iridium atom,metal atom,
PMD_0020092,,portion of palladium,portion of pure chemical element,A 'portion of palladium' is a 'portion of pure chemical element' that 'consists of' only chebi:palladium.
CHEBI_33250,,atom,chemical entity,A chemical entity constituting the smallest component of an element having the chemical properties of the element.
APOLLO_SV_00000008,Mathias Brochhausen,software development,planned process,A planned process that has specified output a software product and that involves the creation of source code.
PMD_0050116,,germanate glass,non-silicate glass,"non-silicate glass that is composed primarily of germanium oxide, noted for its infrared transmission"
DIGITRUBBER_000441,Alexander Aschemann,surface [dik],surface layer (fiat object part),
PMD_0020178,,rod,object,A rod is a long object with oval or round section that may bear a semi finished product role. At the same time it may be a material.
PMD_0050017,,general purpose polystyrene,polystyrene,polystyrene that is valued for its clarity and ease of processing
PMD_0050036,,biodegradable polymers,polymer,"polymeric material that possesses the disposition to undergo decomposition through the metabolic activity of biological organisms, resulting in conversion into environmentally benign substances—such as carbon dioxide, methane, mineral salts, and biomass—within a timescale that does not cause harmful accumulation in the environment"
DIGITRUBBER_000646,Yamen Alsalka,polyisoprene IR [ifnano],synthetic rubber [dik],"A synthetic cis-1,4-polyisoprene, made by the industrial polymerisation of isoprene."
DIGITRUBBER_000131,,supervisor [hsh],role,A person who supervises and coordinates the work of employees who set up and operate machine entity units in the system under investigation. Constitutes an entity of the human ressource and the production cost group.
PMD_0020201,,section,fiat surface,Section is a planar fiat surface cutting across the object
DIGITRUBBER_000649,Yamen Alsalka,hydrogenated nitrile rubber HNBR [ifnano],rubber particle [chebi],"Highly Saturated Nitrile. A Higher performance solid rubber material than NBR, achieved through adding Hydrogen Atoms to the Butadiene Segments."
PMD_0020197,,lattice point,fiat point,A lattice point is a fiat point that represents a position in a crystal lattice at which structural entities are regularly arranged.
PMD_0050068,,silicon nitride ceramic,nitride ceramic,nitride ceramic consiting of silicon nitride
PMD_0020168,,magnetic boundary,phase boundary (realization),A magnetic boundary is a phase boundary that is realized by the transition from one magnetic ordering to another magnetic ordering.
PMD_0020157,,spinodal decomposition,phase transformation,Spinodal decomposition is a diffusion‑controlled  continuous phase transformation in which a single homogeneous solution spontaneously separates into two compositionally distinct phases by amplification of infinitesimal concentration fluctuations.
PMD_0020251,,biocompatible,bioactive,"bioactive without causing harmful or unacceptable biological responses (toxicity, inflammation, immune reaction) and performce of its intended function or integration with the tissue."
PMD_0050030,,elastomer,polymer,polymer that exhibits elasticity by returning to its original shape after deformation
DIGITRUBBER_000440,Alexander Aschemann,geometry variation [dik],process attribute,"Geometry variation refers to the distortion and rearrangement of polymer chains due to various factors such as temperature, pressure and external forces that can lead to changes in the polymer's physical properties such as viscosity, strength and flexibility."
PMD_0020028,,portion of indium,portion of pure chemical element,A 'portion of indium' is a 'portion of pure chemical element' that 'consists of' only chebi:indium atom.
OBI_0200171,James Malone,partitioning data transformation,data transformation,A partitioning data transformation is a data transformation that has objective partitioning.
PMD_0050041,,silicate ceramic,oxide ceramic,oxide ceramic consisting primarily of silicon oxide
PMD_0020175,,coil (coiled sheet),object,A coil is an object that has part some sheets or foils. At the same time it may be a material.
CHEBI_33397,,lawrencium atom,metal atom,
PMD_0000857,,microstructure,portion of matter,"A microstructure is a portion of matter that represents the small-scale structure of a material, including grains, phases, and defects, visible under a microscope."
DIGITRUBBER_000636,Alexander Aschemann,optical quality [dik],intensive quality,
PMD_0010007,,non-ferrous metal,metal,"metals or alloys that do not contain iron (allotropes of iron, ferrite, and so on) in appreciable amounts."
PMD_0020160,,microconstituent (phase mixture),portion of matter,A portion of matter that has one or more thermodynamic phases arranged in a characteristic spatial configuration (morphology) as parts.
IAO_0000179,PERSON:Melanie Courtot,histogram,graph,"A histogram is a report graph which is a statistical description of a
distribution in terms of occurrence frequencies of different event classes."
OBI_0000835,,manufacturer,material entity,A person or organization that has a manufacturer role
DIGITRUBBER_000419,Alexander Aschemann,mixing time [dik],temporal interval,
BFO_0000146,,fiat surface,continuant fiat boundary,(Elucidation) A fiat surface is a two-dimensional continuant fiat boundary that is self-connected
DIGITRUBBER_000134,,operational assistant [hsh],role,A person who supports an operator in the system under investigation. Constitutes an entity of the human ressource and the production cost group.
PMD_0020048,,portion of boron,portion of pure chemical element,A 'portion of boron' is a 'portion of pure chemical element' that 'consists of' only chebi:boron atom.
CHEBI_26216,,potassium atom,metal atom,
PMD_0020190,,metallographic section (surface),surface layer (fiat object part),A surface layer (fiat object part) of an object which at the same time is a metal and the object is specified output of a planned process which describes the preparation of the surface.
CHEBI_36828,,pseudohalide anion,polyatomic monoanion,
CHEBI_25585,,nonmetal atom,atom,
DIGITRUBBER_000382,Alexander Aschemann,rotor [dik],device,
PMD_0025001,,composition,intensive quality,Composition is an intensive quality which defines types and proportions of compounds present in a material entity and is subject of some composition data item.
PMD_0090014,,biopolymer,biological material,polymer produced by the metabolic processes of a living organism
PMD_0020174,,foil,object,A plate is a very thin rectangular object that may bear a semi finished product role. At the same time it may be a material.
DIGITRUBBER_000473,Alexander Aschemann,molding zone temperature [dik],intensive quality,
BFO_0000011,,spatiotemporal region,occurrent,(Elucidation) A spatiotemporal region is an occurrent that is an occurrent part of spacetime
DIGITRUBBER_1000002,,gel permeation chromatography method [Arlanxeo],plan specification,The method used to obtain the value of Mw and Mn.
PMD_0020105,,geogenic mineral,mineral,material that is formed through geological processes
CHEBI_81045,,lead oxide,molecular entity,An inorganic lead salt composed from lead(2+) and oxide.
DIGITRUBBER_000504,,assay process,planned process,A qualitative or quantitative analysis performed to determine the amount of a particular constituent in a sample or the biological or pharmacological properties of a drug.
PMD_0010003,,stainless steel,steel,"steel that contains chromium, making it resistant to corrosion (rust)."
PMD_0000501,,1D,data item,"1D is a data item representing a one-dimensional structure or model representing a single linear dimension, often used in material science simulations or analysis."
PMD_0050050,,glass-ceramic,engineered material,"engenieered material that is inorganic, non‑metallic and prepared by controlled crystallization of glasses via different processing methods; they contain at least one type of functional crystalline phase and a residual glass, and the crystallized volume fraction may vary from ppm to almost 100%"
PMD_0020183,,stretch straightener machine,forming machine,"A strech straightener machine is a forming machine that is used in a ""forming under tensile conditions"" process."
DIGITRUBBER_000465,Alexander Aschemann,feeding roll temperature [dik],intensive quality,
DIGITRUBBER_1000038,Pallavi Karanth,hardness mean value [Arlanxeo],intensive quality,Hardness mean value is a quality of Polymers which indicates the resistance to deformation. Average hardness value measured in Shore A scale.
PMD_0000546,,ceramic,material,"Ceramics are engineered materials described as non-metallic, inorganic materials characterized by high hardness, brittleness, and heat resistance, commonly used in engineering applications."
PMD_0000947,,speed of sound,acoustic property,"The speed of sound is an acoustic property representing the rate at which sound waves travel through a material, dependent on its density and elastic properties."
PMD_0020077,,portion of samarium,portion of pure chemical element,A 'portion of samarium' is a 'portion of pure chemical element' that 'consists of' only chebi:samarium atom.
result#AFR_0000984,,count [allotrope],data item,A datum that has non-negative integer values that is about the number of discrete things. [Allotrope]
DIGITRUBBER_000568,,molecular weight [mi],intensive quality,"Molecular weight in g/mol, determined from molecular formula or sequence."
PMD_0020206,,unit cell (3D crystal),three-dimensional spatial region,A unit cell (3D crystal) is a three-dimensional spatial region that represents the smallest repeating region whose spatial translation reproduces a crystal lattice.
PMD_0050025,,novolac epoxy,epoxy resin,epoxy resin that is based on novolac resins to provide improved thermal and chemical resistance
PMD_0000522,,mechanical process,process,"is a process in which forces, moments, or imposed displacements to objects or object aggregates occur and/or the equivalent (stresses, strains) to materials or portions of matter"
PMD_0050098,,bioresorbable ceramic,bioactive ceramic,ceramic that is designed to gradually be resorbed and replaced by natural tissue
PMD_0020155,,interatomic interaction energy,energy,Interatomic interaction energy is added/removed from the atom aggregate if one atom is moved infinitely away from the rest of the aggregate.
PMD_0001040,,expriment designing process,completely executed planned process,"A planned process of planning and structuring experimental methods, conditions, and variables to reliably test hypotheses or obtain data."
PMD_0050049,,non-clay ceramic,natural ceramic,natural ceramic that is formed from raw materials other than clay
PMD_0050085,,magnetic ceramic,electroceramic,"electroceramic that exhibits magnetic properties, typically based on iron oxides combined with other metal oxides"
DIGITRUBBER_000393,Alexander Aschemann,stamp temperature control unit [dik],device,
DIGITRUBBER_000399,Alexander Aschemann,rotor torque [dik],device specification,
DIGITRUBBER_000064,Sebastian Leineweber,online optimization [ita],process,Online optimization is the adjustment of process parameters in the running process for process optimization.
PMD_0000012,,workflow definition,plan specification,"A plan specification that prescribes the ordered application of one or more workflow functions, including their interconnections via input and output specifications, in order to achieve a specified computational objective."
PMD_0050118,,optical glass,glass,glass manufactured for optical components
CHEBI_33359,,rhodium atom,metal atom,A cobalt group element atom of atomic number 45.
PMD_0000613,,discrete-event simulation,simulation method specification,"A simulation method specification where events are processed at distinct points in time, commonly used for modeling systems with discrete state changes."
DIGITRUBBER_000460,Alexander Aschemann,feeding roll [dik],device,
CHEBI_26833,,sulfur atom,nonmetal atom,
CHEBI_37376,,tetraphosphorus decaoxide,molecular entity,
DIGITRUBBER_000195,Yaman Alsalka (IFNANO),FTIR spectroscopy [ifnano],plan specification,Fourier transform infrared involves the probing of matter with infrared radiation. It is based on periodic changes in dipole moments caused by molecular vibrations during the absorption of IR radiation and gives spectroscopic fingerprints.
DIGITRUBBER_1000081,Pallavi Karanth,symbolic regression,process,"In the context of polymer mixing, symbolic regression is a method used to model the physical phenomena occurring during the processing of polymer materials."
DIGITRUBBER_000515,Alexander Aschemann,viscosity measurement assay [dik],assay,"An assay with the objective to produce information about the viscosity of the material entity that is the evaluant, by physically examining it or its proxies."
BFO_0000182,,history,process,(Elucidation) A history is a process that is the sum of the totality of processes taking place in the spatiotemporal region occupied by the material part of a material entity
PMD_0050057,,zirconia ceramic,oxide ceramic,oxide ceramic consisting primarily of zirconium oxide
DIGITRUBBER_1000016,,silane [Arlanxeo],chemical substance,"Silane is necessary to act as intermediary between silica and the SBR matrix, and its role is to enhance the dispersion of silica in the SBR matrix."
PMD_0020023,,metallic grain structures,categorical value specification,The metallic grain structures is a categorical value specification that specifies value of the  metallic grain structure quality. It describes the morphology of polycrystalline metallic materials. Polycrystalline metallic materials will typically form their grain structures as one of those categories or a transition or mixture state of those.
DIGITRUBBER_000093,Sebastian Leineweber,tempering cylinder [ita],device,Control variable for setting the temperature of the cylinder.
DIGITRUBBER_1000070,Pallavi Karanth,objective specification set,directive information entity,Objective specification set refers to the set of objectives which are the desired characteristics which are to be achieved at the end of a manufacturing process.
PMD_0060007,,material specification,directive information entity,"A directive information entity that defines the composition, properties, performance criteria, and acceptable standards for a material, guiding its selection, processing, and application in a specific context."
PMD_0020245,,transport,process,is a process in which an entity being moved within or accross another entity
DIGITRUBBER_1000088,Pallavi Karanth,sieving process,process,"The sieving process in polymer mixing refers to the separation of polymer materials based on particle size which is achieved by passing the materials through a mesh or sieve, which allows only particles of a certain size to pass through and is crucial for ensuring the quality and consistency of the final polymer product."
DIGITRUBBER_000588,Alexander Aschemann,ethylidene norbornene [dik],chemical substance,
PMD_0050032,,synthetic rubber,elastomer,elastomer that is produced through chemical synthesis to mimic natural rubber’s properties
CHEBI_33393,,einsteinium atom,metal atom,
DIGITRUBBER_000470,Alexander Aschemann,pin zone temperature control unit [dik],device,
PMD_0020249,,ceramic crystal,crystal,a crystal whose atomic entities have a ionic or a covalent bond
BFO_0000001,,entity,,(Elucidation) An entity is anything that exists or has existed or will exist
PMD_0050152,,zirconium-based metallic glass,amorphous metal glass,"amorphous metal glass that is composed mainly of zirconium, valued for its corrosion resistance and strength"
PMD_0020036,,portion of rhenium,portion of pure chemical element,A 'portion of rhenium' is a 'portion of pure chemical element' that 'consists of' only chebi:rhenium atom.
PMD_0050026,,phenolic resin,thermosetting polymer,thermosetting polymer synthesized via condensation of phenol and formaldehyde
PMD_0000873,,,deprecated class,
OBI_0200000,Philippe Rocca-Serra,data transformation,planned process,A planned process that produces output data from input data.
CHEBI_33310,,neon atom,nonmetal atom,
DIGITRUBBER_000414,Alexander Aschemann,time of addition [dik],temporal interval,
PMD_0000955,,structural material,,A structural material S is an engineered material which has the disposition to be used for an object O (O consists of S) and O's function is primarily mechanical load carrying.
PMD_0020086,,portion of gallium,portion of pure chemical element,A 'portion of gallium' is a 'portion of pure chemical element' that 'consists of' only chebi:gallium atom.
PMD_0000845,,matrix role,role,Matrix is the role of a 'PortionOfConnectedMatter' that implies to host the Filler.
DIGITRUBBER_000311,,zinc oxide [dik],chemical substance,
PMD_0050129,,photochromic glass,functional glass,functional glass that alters its optical properties in response to exposure to light
PMD_0020030,,portion of carbon,portion of pure chemical element,A 'portion of carbon' is a 'portion of pure chemical element' that 'consists of' only chebi:carbon atom.
PMD_0090019,,bio-based chemical,bio-based material,bio-based material used in chemical reactions as a reactant
PMD_0020250,,alloy crystal,crystal,a crystal whose atomic entities have a metallic bond
PMD_0020230,,solid solution,solution,a solution with solid aggregate state
PMD_0000526,,atomic structure,object aggregate,"The atomic structure is an object aggregate that describes the arrangement and composition of atoms in a material, influencing its physical and chemical properties."
PMD_0050011,,syndiotactic polypropylene,polypropylene,polypropylene in which the methyl groups alternate regularly along the polymer chain
PMD_0000825,,magnetic property,material property,"A magnetic property is a material property representing characteristics that describe how a material responds to magnetic fields, such as permeability and coercivity."
DIGITRUBBER_000094,Sebastian Leineweber,cylinder pressure [ita],device,Measured variable that indicates how high the pressure in the cylinder is during extrusion.
PMD_0000868,,natural organic material,material,"Natural organic materials are materials derived from natural biological sources, primarily composed of carbon-based compounds."
PMD_0020063,,portion of neon,portion of pure chemical element,A 'portion of neon' is a 'portion of pure chemical element' that 'consists of' only chebi:neon atom.
PMD_0001036,,uncertainty,information content entity,"A quantitative indication of the doubt about a measurement result, expressing the range within which the true value is expected to lie."
PMD_0020042,,portion of cadmium,portion of pure chemical element,A 'portion of cadmium' is a 'portion of pure chemical element' that 'consists of' only chebi:cadmium atom.
DIGITRUBBER_000623,Alexander Aschemann,concentration [dik],intensive quality,
DIGITRUBBER_000444,Alexander Aschemann,surface temperature [dik],intensive quality,
PMD_0050016,,polystyrene,thermoplastic polymer,thermoplastic polymer produced by polymerization of the aromatic hydrocarbon styrene
PMD_0010018,,palladium metal,precious metal,precious metal consisting primarily of palladium
PMD_0001999,,hand held device,device,A device that has the disposition to be grasped and operated by a human hand and is designed for manual use.
PATO_0000052,,shape [pato],intensive quality,"A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
PATO_0000052,,shape [pato],intensive quality,"A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
BFO_0000029,,site,immaterial entity,(Elucidation) A site is a three-dimensional immaterial entity whose boundaries either (partially or wholly) coincide with the boundaries of one or more material entities or have locations determined in relation to some material entity
PMD_0020238,,high angle grain boundary,grain boundary,a grain boundary whose adjacent crystalls have a high angle of misalignment
DIGITRUBBER_1000094,Pallavi Karanth,mixing time reduction,process,"Mixing time reduction in polymers refers to the process of optimizing the mixing sequence and parameters to achieve batch-to-batch uniformity, fast reduction of viscosity, and efficient use of time, power, and equipment for optimum productivity."
IAO_0000010,PERSON: Bjoern Peters,software,plan specification,"Software is a plan specification composed of a series of instructions that can be 
interpreted by or directly executed by a processing unit."
PMD_0020003,,crystal,object,"A crystal is an object that has a quality ""crystal structure""."
DIGITRUBBER_1000052,,elastic modulus G dash 15 percent measurement1 [Arlanxeo],intensive quality,Elastic modulus at 15% deformation (strain) in amplitude sweep test
PMD_0000595,,defect density,intensive quality,"an intensive quality describing the number of defects per unit volume or area in a material, which can affect its mechanical and electronic properties"
OBI_0000700,James Malone,support vector machine,class prediction data transformation [obi],A support vector machine is a data transformation with a class prediction objective based on the construction of a separating hyperplane that maximizes the margin between two data sets of vectors in n-dimensional space.
DIGITRUBBER_000111,Marvin Auf der Landwehr,energy cost [hsh],cost [ncit],A cost group for all cost values occuring from entity sub-groups in the energy cost group and the associated factors
NCIT_C48834,,correlation [ncit],measurement datum,"The degree to which two or more quantities or events are associated, a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the others. The collelation can be described by mathematical functions  (often a linear function is used). It’s a common tool for describing simple relationships without making a statement about cause and effect."
NCIT_C48834,,correlation [ncit],measurement datum,"The degree to which two or more quantities or events are associated, a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the others. The collelation can be described by mathematical functions  (often a linear function is used). It’s a common tool for describing simple relationships without making a statement about cause and effect."
DIGITRUBBER_000516,Alexander Aschemann,Mooney viscosity measurement assay [dik],assay,"An assay with the objective to produce information about the Mooney viscosity of the material entity that is the evaluant, by physically examining it or its proxies."
PMD_0000663,,crystallite,crystal,A crystal grain is a crystal that is part of a polycrystal.
DIGITRUBBER_1000060,,die swelling first measurement [Arlanxeo],intensive quality,"Die swell according to inhouse specification in K10 laboratory, first measurement"
PMD_0010103,,hybrid semiconductor,semiconductor,semiconductor which consists of organic semiconductors and non-organic semiconductors
CHEBI_50860,,organic molecular entity,carbon group molecular entity,Any molecular entity that contains carbon.
PMD_0000884,,physical simulation,simulation method specification,A simulation method specification describing the use of computational or experimental methods to replicate physical behaviors or processes under defined conditions.
PMD_0090006,,magnesium matrix composite,metal matrix composite,"metal matrix composite, consisting of a magnesium or magnesium alloy matrix and one or more reinforcement materials"
PMD_0020233,,dislocation,site,a linear site in a cystal that interrupts the cystal ordering
CHEBI_30682,,ruthenium atom,metal atom,
PMD_0000103,,hardening,manufacturing process,A manufacturing process that increases the strength and hardness of a material.
PMD_0020079,,portion of arsenic,portion of pure chemical element,A 'portion of arsenic' is a 'portion of pure chemical element' that 'consists of' only chebi:arsenic atom.
PMD_0050131,,lithium disilicate glass-ceramic,glass-ceramic,glass-ceramics that contain lithium disilicate crystals to provide high strength and aesthetic appeal
PMD_0000768,,half-life,process attribute,The half-life is a process attribute describing the time it takes for a material entity or a quality of a material entity to reduce its initial value to a half
DIGITRUBBER_000597,Alexander Aschemann,ethylene group [dik],hydrocarbylene group [chebi],
DIGITRUBBER_000215,Sven Schwabe (IFNANO),distribution quality [ifnano],intensive quality,"A quality of a sample in terms of homogenity, or the distribution of concentration of a specific component in a mixture, in a macroscopic body."
PMD_0020191,,metallographic section (embedded sample),object,A metallographic section (embedded sample) is an object that has two parts: a metallic object that has a metallographic section (surface) as part and the mounting which is produced during a hot embedding or cold embedding process.
PMD_0090000,,semiconductor,material,A semiconductor is an engineered material representing a class of materials characterized by an electrical conductivity between that of a conductor and an insulator. This is a result of a range of inexistent energy states in ther electron configuration between the valence and conduction band (bandgap).
DIGITRUBBER_1000020,,loss modulus [Arlanxeo],intensive quality,The component of modulus that is related to energy loss in deformation.
DIGITRUBBER_1000089,Pallavi Karanth,mean absolute deviation,measurement datum,Mean Absolute Deviation (MAD) is a statistical measure that quantifies the average distance between each data point in a dataset and the mean of that dataset.
BFO_0000003,,occurrent,entity,(Elucidation) An occurrent is an entity that unfolds itself in time or it is the start or end of such an entity or it is a temporal or spatiotemporal region
PMD_0050061,,beryllia ceramic,oxide ceramic,"oxide ceramic that is an advanced ceramic composed of beryllium oxide, valued for its high thermal conductivity and electrical insulation"
DIGITRUBBER_000320,Alexander Aschemann,di(benzothiazol-2-yl)disulfide [dik],organic disulfide,
PMD_0050127,,laminated glass,glass,glass that is composed of multiple bonded layers to improve safety and acoustic performance
PMD_0000505,,acoustic absorption coefficient,acoustic property,The acoustic absorption coefficient is an acoustic property representing a measure of how much sound energy is absorbed by a material per unit area.
IAO_0000311,,publication,document,A document that is the output of a publishing process.
DIGITRUBBER_000506,Alexander Aschemann,density measurement assay [dik],assay,"An assay with the objective to produce information about the density of the material entity that is the evaluant, by physically examining it or its proxies."
PMD_0020188,,nickel alloy,non-ferrous metal,non-ferrous metal consisting primarily of nickel combined with other elements
DIGITRUBBER_1000053,,elastic modulus G dash zero point five percent measurement1 [Arlanxeo],intensive quality,Elastic modulus at 0.5% deformation (strain) in amplitude sweep test
PMD_0020064,,portion of thallium,portion of pure chemical element,A 'portion of thallium' is a 'portion of pure chemical element' that 'consists of' only chebi:thallium.
DIGITRUBBER_000461,Alexander Aschemann,pin zone,extruder zone,An extruder zone equipped with pins that enhance mixing and shearing of the material during extrusion.
PMD_0000107,,nonlinear optical property,optical property,Optical property that is dependent on the intensity of the input light.
PMD_0000107,,nonlinear optical property,optical property,Optical property that is dependent on the intensity of the input light.
CHEBI_24532,,organic heterocyclic compound,organic cyclic compound,A cyclic compound having as ring members atoms of carbon and at least of one other element.
DIGITRUBBER_000323,Alexander Aschemann,thiuram [dik],vulcanisation accelerator [dik],
PMD_0010033,,polymerization,process,"The chemical process of reacting monomers, oligomers, or reactive precursors together to form longer macromolecular chains or three-dimensional networks"
CHEBI_5686,,heterocyclic compound,cyclic compound,A cyclic compound having as ring members atoms of at least two different elements.
PMD_0050042,,clay-based ceramic,engineered material,silicate ceramics that are formed from natural clays
PMD_0050070,,boron nitride ceramic,nitride ceramic,nitride ceramic sonsisting of boron nitride
DIGITRUBBER_000436,Alexander Aschemann,haul-off speed [dik],intensive quality,
DIGITRUBBER_000095,Sebastian Leineweber,tempering tool [ita],object,Control variable for setting the temperature of the tool.
DIGITRUBBER_1000027,,shearing [Arlanxeo],process,"In physical testing, it refers to a deformation regime in which layers of fluid or solid are forced to move parallel to each other."
PMD_0050109,,lead glass,silicate glass,silicate glass in which lead(II) oxide (PbO) is incorporated in significant amounts
PMD_0000127,,mineral,material,"A mineral is a naturally occurring material characterized by a defined chemical composition and a specific crystal structure, formed through natural geological or biological processes."
CHEBI_49637,,hydrogen atom,nonmetal atom,
DIGITRUBBER_1000026,,ramp [Arlanxeo],plan specification,"In physical testing, it refers to a constant increase or decrease of testing parameters such as deformation frequency, deformation amplitude or temperature."
DIGITRUBBER_000001,,measurement quality [imr],intensive quality,"In relation to optical measuring methods, a rating for the precision of a reconstructed measurement object."
BFO_0000145,,relational quality,quality,b is a relational quality =Def b is a quality & there exists c and d such that c and d are not identical & b specifically depends on c & b specifically depends on d
UO_0000164,,mass volume percentage,mass volume percentage based unit,A dimensionless concentration unit which denotes the mass of the substance in a mixture as a percentage of the volume of the entire mixture.
DIGITRUBBER_000164,Marvin Auf der Landwehr,calandar [hsh],device,A machine that combines a series of hard pressure rollers used to finish or smooth a sheet of rubber material. Constitutes an entity sub-group of the machine entity.
NCIT_C55826,,plasticizer [ncit],role,A substance added to plastics or other materials to make or keep them soft or pliable.
PMD_0020055,,portion of bohrium,portion of pure chemical element,A 'portion of bohrium' is a 'portion of pure chemical element' that 'consists of' only chebi:bohrium atom.
PATO_0001739,,radiation quality,intensive quality,A quality that inheres in an bearer by virtue of how that bearer interacts with radiation.
PMD_0000587,,crack growth,evolution of damage,The crack growth is an evolution of damage describing the progressive extension of a crack in a material under stress.
CHEBI_33342,,zirconium atom,metal atom,
CHEBI_33372,,neodymium atom,lanthanoid atom,
PMD_0020228,,solvent role,role,role of an entity that is present in major concentration in a solution
CHEBI_36829,,polyatomic monoanion,monoanion,
BFO_0000018,,zero-dimensional spatial region,spatial region,(Elucidation) A zero-dimensional spatial region is one or a collection of more than one spatially disjoint points in space
PMD_0001008,,absorption of wave radiation,absorption of radiation,process of taking up elctromagnetic radiation by a material entity
DIGITRUBBER_1000085,Pallavi Karanth,ring test,process,"Ring tests are analytical procedures involving the sequential addition of reagents to a sample, where the formation of a colored ring at the interface of the two liquids signals a positive result."
OBI_0302911,,validation,completely executed planned process,a planned process with objective to check that the accuracy or the quality of a claim or prediction satisfies some criteria and which is assessed by comparing with independent results
OBI_0302911,,validation,completely executed planned process,a planned process with objective to check that the accuracy or the quality of a claim or prediction satisfies some criteria and which is assessed by comparing with independent results
DIGITRUBBER_1000044,Pallavi Karanth,S300 [Arlanxeo],intensive quality,S300 is a quality of vulcanized compound or polymer which is the stress at deformation value 300.
IAO_0000005,,objective specification,directive information entity,A directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.
PMD_0010013,,hardenable,material property,a disposition to gain a greatly increased hardness at the surface or entire volume by the process of hardening
PMD_0020208,,slip direction,fiat line,A slip direction is a fiat line that corresponds to the crystallographic direction along which dislocations glide os a slip plane.
PMD_0025015,,portion of lanthanum,portion of pure chemical element,A portion of lanthanum is a portion of pure substance that has parts only chebi:lanthanum atom.
IAO_0000180,PERSON:Melanie Courtot,heatmap,graph,"A heatmap is a report graph which is a graphical representation of data
where the values taken by a variable(s) are shown as colors in a
two-dimensional map."
DIGITRUBBER_1000080,Pallavi Karanth,storage modulus,intensive quality,Storage modulus (G′) is the component of the complex shear modulus that represents the stored elastic energy in a material during cyclic deformation.
DIGITRUBBER_000384,Alexander Aschemann,drop door [dik],device,
CHEBI_33323,,francium atom,metal atom,
CHEBI_27568,,selenium atom,chalcogen,
